transcript_id	symbol	cds_start	cds_stop	transcript_length	cds_length	length_5utr	length_3utr	isopct	expected_counts	tpm
NM_172800	Sdk2	73	6604	6604	6531	73	0	100.00	96.00	3.47
NM_177025	Cobll1	187	3910	5042	3723	187	1132	100.00	66.00	4.23
NM_144866	Etf1	188	1502	3705	1314	188	2203	100.00	529.00	100.57
NM_146205	Armc5	770	3551	3834	2781	770	283	100.00	42.00	3.64
NM_182807	Fam19a2	1667	2075	4364	408	1667	2289	100.00	68.00	49.51
NM_016779	Dmp1	117	1629	2760	1512	117	1131	100.00	19.00	3.11
NM_019468	G6pd2	41	1583	1635	1542	41	52	100.00	0.64	0.10
NM_001033294	Ddx31	446	2510	3328	2064	446	818	100.00	21.00	2.48
NM_177151	Vps13b	260	12242	13371	11982	260	1129	100.00	254.96	5.00
NM_025321	Sdhc	25	535	1179	510	25	644	100.00	625.00	345.13
NM_001042715	Drc7	49	2680	2832	2631	49	152	100.00	54.00	4.95
NM_178767	Agmo	403	1747	2155	1344	403	408	100.00	40.00	7.42
NM_178417	Zfp867	107	1529	3412	1422	107	1883	100.00	11.53	2.01
NM_008723	Npm3	7	535	860	528	7	325	100.00	17.00	9.00
NM_172699	Foxj3	202	2074	4789	1872	202	2715	93.10	288.81	37.73
NM_001166546	Hmga1	174	531	1675	357	174	1144	35.87	29.72	25.74
NM_001160386	Dnah7b	0	12207	12318	12207	0	111	100.00	15.00	0.29
NM_177671	Epha10	90	969	1236	879	90	267	60.94	20.72	6.10
NM_016685	Comp	24	2292	2426	2268	24	134	100.00	2.00	0.21
NM_029383	Cldn22	47	710	994	663	47	284	100.00	3.00	1.22
NM_028614	Ppp2r1b	61	1867	3634	1806	61	1767	77.67	34.96	4.74
NM_177240	Trappc11	174	3576	4322	3402	174	746	100.00	313.00	22.01
NM_007607	Car4	133	1051	1300	918	133	249	100.00	121.00	33.98
NM_029347	Fggy	146	1310	1910	1164	146	600	62.19	14.30	3.10
NM_199317	Jade3	348	2823	4866	2475	348	2043	100.00	16.00	1.56
NM_029936	Ddx10	109	2737	3368	2628	109	631	100.00	104.00	9.54
NM_177876	Vps37b	48	906	2512	858	48	1606	100.00	65.00	19.67
NM_026819	Dhrs1	265	1207	1471	942	265	264	100.00	315.00	85.97
NM_001252451	Cldnd1	168	861	2049	693	168	1188	71.57	154.60	59.55
NM_178395	Zdhhc2	228	1329	2498	1101	228	1169	100.00	70.00	16.11
NM_009522	Wnt3a	104	1163	2751	1059	104	1588	100.00	2.00	0.48
NM_027728	Enkur	217	985	1199	768	217	214	100.00	23.00	7.88
NM_001291005	Kcnip3	52	907	2750	855	52	1843	73.89	254.84	77.43
NM_030262	Pofut2	23	1313	2219	1290	23	906	100.00	38.00	7.37
NM_175255	Sec24a	661	3934	6798	3273	661	2864	100.00	109.00	7.98
NM_153807	Acsf2	16	1864	3069	1848	16	1205	100.00	110.00	14.57
NM_001162977	Megf6	311	5030	6876	4719	311	1846	100.00	3.00	0.15
NM_145426	Mfap3	241	1291	4864	1050	241	3573	50.00	48.00	11.63
NM_212452	Rxfp1	0	2277	2277	2277	0	0	100.00	41.00	4.37
NM_178208	Hist1h4c	9	321	375	312	9	54	100.00	7.38	7.68
NM_011427	Snai1	95	890	1618	795	95	728	100.00	2.00	0.66
NM_028264	Tmem55a	113	887	2280	774	113	1393	100.00	314.00	106.68
NM_172916	Hydin	122	15587	15783	15465	122	196	100.00	12.00	0.18
NM_178869	Ttll1	387	1659	2074	1272	387	415	100.00	83.00	16.34
NM_010698	Ldb2	253	1375	2524	1122	253	1149	56.01	78.33	17.66
NM_001001454	Ttyh1	125	1508	3011	1383	125	1503	53.30	552.30	99.40
NM_138672	Stab1	149	7865	7995	7716	149	130	100.00	75.00	2.29
NM_027878	Dram1	153	870	2807	717	153	1937	100.00	3.00	1.11
NM_001162934	Ctxn2	643	892	1030	249	643	138	100.00	7.00	10.13
NM_001130443	Hras	206	776	2190	570	206	1414	50.00	64.52	31.19
NM_010578	Itgb1	306	2703	4194	2397	306	1491	100.00	459.00	46.33
NM_133687	Cxxc5	324	1278	2272	954	324	994	100.00	233.00	62.71
NM_153424	Nphp4	344	4622	5028	4278	344	406	100.00	39.00	2.17
NM_020513	Olfr1508	578	1511	1865	933	578	354	100.00	1.00	0.28
NM_183297	Nxph4	127	1042	1675	915	127	633	100.00	5.00	1.41
NM_145706	Nup43	58	1201	1290	1143	58	89	100.00	7.00	1.55
NM_033579	Pcdhgb7	0	2790	4531	2790	0	1741	100.00	70.84	6.11
NM_026036	Cmtm6	33	585	3352	552	33	2767	100.00	61.00	30.64
NM_144826	Utp6	78	1872	3871	1794	78	1999	100.00	250.00	34.16
NM_013906	Adamts8	275	2993	4613	2718	275	1620	100.00	16.00	1.42
NM_012039	Zw10	102	2442	2896	2340	102	454	100.00	106.00	10.97
NM_198421	Usp49	328	2386	5581	2058	328	3195	100.00	9.00	1.06
NM_001081081	Gls	240	2265	4973	2025	240	2708	97.02	1367.60	164.57
NM_001024851	Ankrd34a	289	1777	2586	1488	289	809	100.00	125.00	20.81
NM_008360	Il18	164	743	866	579	164	123	100.00	91.00	43.19
NM_175022	Prr12	0	6108	6879	6108	0	771	100.00	225.00	8.71
NM_025504	Atp5sl	957	1731	2389	774	957	658	100.00	95.00	32.27
NM_028130	Zfp157	151	1855	5304	1704	151	3449	100.00	50.03	7.22
NM_008548	Man1a	517	2485	3889	1968	517	1404	100.00	555.00	68.81
NM_028484	1700037C18Rik	236	752	1097	516	236	345	100.00	12.00	6.53
NM_001080385	Clta	149	896	1170	747	149	274	83.88	869.63	307.54
NM_023304	Fgf22	0	489	489	489	0	0	100.00	4.00	2.32
NM_028394	Hspb11	77	509	559	432	77	50	100.00	53.00	35.90
NM_019786	Tbk1	159	2349	3030	2190	159	681	100.00	163.00	18.07
NM_009965	Cryba1	12	660	801	648	12	141	100.00	1.00	0.42
NM_026405	Rab32	119	791	2054	672	119	1263	100.00	14.00	5.59
NM_001277296	Adck1	281	1859	2393	1578	281	534	33.33	35.67	5.58
NM_021422	Dnaja4	170	1364	3005	1194	170	1641	100.00	197.03	41.52
NM_001162537	9330159F19Rik	289	2236	5644	1947	289	3408	100.00	14.00	1.76
NM_138942	Dbh	9	1878	2282	1869	9	404	100.00	4.00	0.52
NM_023175	Nit2	45	876	1286	831	45	410	100.00	54.00	16.94
NM_007796	Ctla2a	94	508	1373	414	94	865	88.36	4.53	3.24
NM_001081363	Cenpf	143	9137	11122	8994	143	1985	100.00	12.00	0.31
NM_025437	Eif1ax	205	640	926	435	205	286	100.00	491.95	330.35
NM_001190978	Kif17	252	2385	3083	2133	252	698	89.86	36.84	4.20
NM_001164294	Cuedc2	102	903	1779	801	102	876	24.14	104.28	34.09
NM_007984	Fscn1	94	1576	2667	1482	94	1091	100.00	769.00	128.58
NM_146176	Cnot3	366	2622	2905	2256	366	283	100.00	133.00	14.30
NM_028715	Fcho1	116	2738	3160	2622	116	422	100.00	77.00	7.08
NM_024219	Hsbp1	38	269	1165	231	38	896	100.00	985.00	1604.24
NM_011945	Map3k1	14	4496	6961	4482	14	2465	100.00	29.00	1.54
NM_001081069	Rgs11	11	1412	2006	1401	11	594	100.00	4.00	0.71
NM_010734	Lst1	50	332	416	282	50	84	100.00	13.00	15.61
NM_016754	Mylpf	153	663	755	510	153	92	100.00	3.00	1.66
NM_025498	Psenen	215	521	650	306	215	129	100.00	240.00	256.48
NM_145522	Rabepk	144	1287	1858	1143	144	571	100.00	68.00	15.02
NM_001136057	Cpne6	289	1963	2201	1674	289	238	50.00	1169.45	171.86
NM_133714	Kansl2	376	1837	3601	1461	376	1764	57.17	67.31	11.43
NM_133781	Cab39	418	1444	3800	1026	418	2356	100.00	781.00	194.06
NM_016851	Irf6	191	1595	4124	1404	191	2529	100.00	1.00	0.18
NM_008489	Lbp	177	1623	2525	1446	177	902	100.00	112.00	19.22
NM_001024728	C330021F23Rik	673	1099	1621	426	673	522	100.00	20.56	14.17
NM_027742	Lrrfip2	404	1607	3215	1203	404	1608	100.00	58.00	12.12
NM_001290576	Pbx3	125	1181	2741	1056	125	1560	59.79	17.34	4.17
NM_001166207	Dpy19l2	130	2452	3441	2322	130	989	100.00	2.00	0.21
NM_009229	Sntb2	52	1615	4423	1563	52	2808	100.00	33.00	5.21
NM_173347	Prune	453	1818	3140	1365	453	1322	100.00	108.00	19.71
NM_013630	Pkd1	313	13195	14170	12882	313	975	100.00	101.00	1.84
NM_030189	Stpg1	204	1230	2380	1026	204	1150	100.00	5.00	1.24
NM_133831	Gltscr2	55	1510	1557	1455	55	47	100.00	232.00	39.56
NM_001198955	Gm7694	67	880	3833	813	67	2953	100.00	1.00	0.32
NM_008550	Man2b2	74	3131	3434	3057	74	303	100.00	160.00	12.56
NM_001007577	Tceanc	464	1544	4047	1080	464	2503	100.00	6.00	1.41
NM_144880	Ppp2r5a	625	2086	3082	1461	625	996	100.00	180.00	30.56
NM_011332	Ccl17	19	331	514	312	19	183	100.00	6.00	6.24
NM_001081029	Tmem243	224	581	988	357	224	407	100.00	19.00	16.46
NM_009328	Tcf15	17	605	931	588	17	326	100.00	8.00	3.73
NM_001302811	Cic	69	7602	8226	7533	69	624	78.25	279.66	8.76
NM_080728	Myh7	141	5949	6054	5808	141	105	100.00	18.00	0.73
NM_153776	Tmem121	241	1198	1600	957	241	402	100.00	35.00	9.39
NM_024428	Dpy30	221	521	799	300	221	278	25.00	31.75	34.89
NM_178670	8030462N17Rik	360	1560	3418	1200	360	1858	100.00	238.00	49.88
NM_001009818	Sept11	155	1445	5166	1290	155	3721	100.00	350.11	67.89
NM_016694	Park2	124	1519	3232	1395	124	1713	100.00	9.00	1.60
NM_173392	Zfyve16	151	4738	5451	4587	151	713	100.00	119.00	6.17
NM_025448	Ssr2	209	761	1183	552	209	422	100.00	384.00	192.86
NM_001024707	Lrp3	417	2790	3994	2373	417	1204	100.00	76.00	7.75
NM_178782	Bcorl1	250	5596	6125	5346	250	529	100.00	120.00	5.32
NM_007962	Mpzl2	393	1041	3216	648	393	2175	100.00	1.00	0.42
NM_029821	Urah	125	482	675	357	125	193	100.00	1.00	0.87
NM_027384	Tet1	0	6024	13986	6024	0	7962	100.00	11.00	0.43
NM_177780	Dock5	238	5845	10335	5607	238	4490	100.00	16.00	0.68
NM_021516	Mark3	541	2776	3388	2235	541	612	100.00	251.94	27.35
NM_001198998	Vdac3	132	987	1423	855	132	436	91.86	875.72	266.09
NM_011151	Ppm1b	408	1581	3262	1173	408	1681	87.48	112.11	24.08
NM_001009929	Brsk2	335	2363	4141	2028	335	1778	61.62	183.24	22.02
NM_001039158	Ube2j2	338	1118	3357	780	338	2239	50.00	17.00	5.73
NM_026351	Ttc39d	0	1815	2023	1815	0	208	100.00	1.00	0.13
NM_012008	Ddx3y	90	2067	4640	1977	90	2573	100.00	272.89	33.67
NM_009357	Tex261	89	680	1454	591	89	774	100.00	74.00	34.28
NM_133853	Magi3	440	3821	6666	3381	440	2845	94.64	110.73	7.84
NM_025390	Pop4	195	861	1214	666	195	353	100.00	162.00	65.32
NM_019670	Diap3	0	3516	3516	3516	0	0	100.00	7.00	0.48
NM_020608	Cramp1l	105	3963	7519	3858	105	3556	100.00	84.00	5.19
NM_001198789	Ccpg1os	209	578	708	369	209	130	100.00	37.00	30.68
NM_026329	Polr2g	87	606	868	519	87	262	100.00	267.00	144.36
NM_001008424	Cdsn	73	1759	2678	1686	73	919	100.00	4.00	0.58
NM_029793	Golga1	338	2615	4868	2277	338	2253	81.20	49.04	5.22
NM_030887	Jdp2	231	723	1643	492	231	920	33.33	10.00	5.77
NM_011740	Ywhaz	602	1340	3796	738	602	2456	33.33	4117.26	1476.21
NM_019772	1110004F10Rik	83	629	1400	546	83	771	100.00	578.00	294.09
NM_177642	Igfn1	0	8550	8996	8550	0	446	100.00	3.00	0.08
NM_001081160	Mdga1	369	3216	7566	2847	369	4350	100.00	174.00	14.70
NM_172304	Tex10	402	3189	3203	2787	402	14	100.00	121.00	10.45
NM_153081	Slc16a11	364	1708	1756	1344	364	48	100.00	7.00	1.30
NM_019510	Trpc3	188	2921	3694	2733	188	773	100.00	25.00	2.20
NM_016756	Cdk2	224	1121	2288	897	224	1167	100.00	6.00	1.73
NM_133208	Zfp287	427	2707	5021	2280	427	2314	100.00	30.00	3.19
NM_177578	Skint3	205	1366	3627	1161	205	2261	100.00	1.00	0.22
NM_172945	Ankrd13b	126	2217	3336	2091	126	1119	100.00	51.01	5.94
NM_145836	Irf2bpl	917	3245	4112	2328	917	867	100.00	331.02	34.44
NM_007838	Ddost	141	1467	2095	1326	141	628	100.00	730.00	137.43
NM_007630	Ccnb2	114	1311	1541	1197	114	230	100.00	1.00	0.21
NM_001105557	Zfp938	102	1842	2031	1740	102	189	100.00	77.54	10.94
NM_026487	Atad1	46	1132	2813	1086	46	1681	100.00	702.00	163.94
NM_011438	Sox12	348	1293	4435	945	348	3142	100.00	20.00	5.44
NM_033562	Derl2	67	787	3668	720	67	2881	63.08	61.30	22.60
NM_016804	Mtx2	192	984	1258	792	192	274	100.00	211.00	69.85
NM_001276445	Tlr1	468	2856	3021	2388	468	165	50.00	0.50	0.05
NM_029216	Chd5	301	6049	9375	5748	301	3326	58.19	212.94	8.77
NM_153085	Wac	378	2319	5208	1941	378	2889	100.00	479.00	60.25
NM_001143834	Grm5	718	4330	8524	3612	718	4194	64.40	909.11	60.13
NM_181401	Tmem64	132	1278	4681	1146	132	3403	100.00	50.00	11.01
NM_001293783	Ddx60	294	5427	5994	5133	294	567	100.00	3.00	0.14
NM_007400	Adam12	220	2932	7675	2712	220	4743	100.00	7.00	0.62
NM_145958	Kbtbd2	643	2515	3868	1872	643	1353	100.00	123.00	16.07
NM_205844	Gfral	195	1377	2080	1182	195	703	100.00	1.00	0.21
NM_010831	Sik1	148	2488	4523	2340	148	2035	100.00	28.00	2.90
NM_001040683	Med15	124	2374	3293	2250	124	919	60.29	180.84	19.50
NM_172118	Myl9	69	588	1083	519	69	495	100.00	21.59	11.68
NM_001025372	Adcyap1r1	470	1877	6161	1407	470	4284	65.08	364.81	64.46
NM_025966	2310039H08Rik	178	523	773	345	178	250	100.00	19.00	17.22
NM_026515	2810417H13Rik	106	439	2387	333	106	1948	100.00	5.00	4.75
NM_016884	Hnrnpc	202	1144	2844	942	202	1700	33.54	485.46	132.49
NM_025542	Rtfdc1	93	1017	2142	924	93	1125	100.00	291.00	81.13
NM_019647	Rpl21	294	777	1856	483	294	1079	100.00	868.00	512.06
NM_172628	Sh3tc2	41	3911	4540	3870	41	629	100.00	2.00	0.12
NM_011655	Tubb5	248	1583	2645	1335	248	1062	100.00	2514.65	470.01
NM_001033463	Tatdn2	558	2727	3109	2169	558	382	100.00	43.00	4.82
NM_023824	Paqr4	305	1127	2507	822	305	1380	100.00	86.00	27.31
NM_022327	Ralb	255	876	2277	621	255	1401	100.00	42.00	18.36
NM_007378	Abca4	87	7020	7248	6933	87	228	100.00	85.00	2.89
NM_026342	Fam114a2	89	1562	2590	1473	89	1028	50.00	39.50	6.65
NM_001291017	Pdxdc1	210	2580	3821	2370	210	1241	89.84	288.71	29.49
NM_011482	Nhp2l1	109	496	1257	387	109	761	100.00	492.00	383.40
NM_009841	Cd14	324	1425	1661	1101	324	236	100.00	10.00	2.30
NM_001024138	Gpr139	0	1038	1038	1038	0	0	100.00	6.00	1.47
NM_001285813	Dtna	380	2438	6376	2058	380	3938	26.76	119.96	14.19
NM_001164604	Nsmce2	172	592	2730	420	172	2138	62.48	25.61	17.98
NM_029529	Slc35d3	437	1706	2629	1269	437	923	100.00	9.00	1.78
NM_025586	Rpl15	38	653	1841	615	38	1188	100.00	1128.00	498.81
NM_023423	Akirin1	135	711	2370	576	135	1659	100.00	259.99	124.16
NM_182694	Ggn	463	2593	2653	2130	463	60	100.00	1.00	0.11
NM_172436	Slc25a12	30	2064	2924	2034	30	860	100.00	994.00	119.06
NM_148924	Zfp263	276	2319	3242	2043	276	923	100.00	29.00	3.46
NM_029530	Lamp5	386	1229	1955	843	386	726	100.00	213.00	65.75
NM_019514	Astn2	123	4026	4675	3903	123	649	75.87	153.75	9.39
NM_001252536	Ciz1	188	2579	2722	2391	188	143	62.25	51.66	5.23
NM_008971	Twf1	48	1101	2973	1053	48	1872	100.00	316.00	76.32
NM_026603	Denr	101	698	2236	597	101	1538	100.00	188.00	86.07
NM_001033451	Zfp408	620	2453	3740	1833	620	1287	100.00	6.00	0.80
NM_019697	Kcnd2	190	2083	4546	1893	190	2463	100.00	308.99	39.90
NM_028959	Cep72	23	1964	3632	1941	23	1668	100.00	10.00	1.26
NM_027049	1700008O03Rik	179	770	911	591	179	141	100.00	5.00	2.32
NM_175394	Wtap	239	695	4967	456	239	4272	40.61	64.97	41.14
NM_001033382	Cacna2d4	96	3531	5803	3435	96	2272	100.00	9.00	0.63
NM_153510	Pilra	159	1068	2588	909	159	1520	100.00	2.00	0.57
NM_009621	Adamts1	403	3310	4883	2907	403	1573	100.00	167.00	13.81
NM_001097644	Ccnyl1	46	922	2925	876	46	2003	100.00	19.00	5.62
NM_010363	Gstz1	123	774	1667	651	123	893	100.00	112.00	46.36
NM_029773	Spopl	320	1499	2761	1179	320	1262	100.00	21.00	4.49
NM_001159289	Bcl11a	335	1067	1825	732	335	758	84.45	297.41	107.63
NM_001033419	Ceacam16	148	1429	1635	1281	148	206	100.00	1.00	0.20
NM_001081441	Wdr86	337	1480	1786	1143	337	306	100.00	10.00	2.21
NM_011514	Suv39h1	198	1437	3116	1239	198	1679	100.00	34.00	6.88
NM_001159492	Gpatch8	34	4552	6829	4518	34	2277	100.00	224.00	11.79
NM_001164763	Rarres1	108	960	1411	852	108	451	100.00	6.00	1.83
NM_153386	Clrn1	172	691	2849	519	172	2158	52.11	2.61	1.41
NM_172673	Frmd5	226	1780	4200	1554	226	2420	100.00	32.00	5.09
NM_153794	Fam210a	297	1119	9653	822	297	8534	100.00	137.00	43.50
NM_029532	Snrnp35	95	830	1092	735	95	262	100.00	43.00	15.49
NM_177721	Ranbp6	24	3342	4867	3318	24	1525	100.00	230.96	16.67
NM_001081236	2410131K14Rik	121	739	2670	618	121	1931	100.00	56.00	24.62
NM_001033270	Slc4a7	208	3604	7389	3396	208	3785	100.00	258.91	18.24
NM_133716	Smap2	396	1683	2905	1287	396	1222	100.00	748.00	145.40
NM_027388	Pigw	488	2000	2677	1512	488	677	50.00	15.00	2.46
NM_026307	Cuta	98	632	710	534	98	78	100.00	225.00	117.56
NM_027154	Tmbim1	254	1184	2309	930	254	1125	100.00	174.00	48.16
NM_010049	Dhfr	476	1040	5290	564	476	4250	100.00	17.00	8.32
NM_139309	Fktn	112	1498	3382	1386	112	1884	100.00	98.00	17.60
NM_181596	Retnlg	100	454	608	354	100	154	100.00	1.00	0.88
NM_001024458	Add1	270	2478	3970	2208	270	1492	68.03	1011.25	111.18
NM_182959	Slc17a8	350	2156	4452	1806	350	2296	100.00	22.00	2.98
NM_019424	Hps1	201	2316	2754	2115	201	438	100.00	12.00	1.38
NM_027113	Wdr5b	323	1310	1785	987	323	475	100.00	14.00	3.63
NM_009389	Tle3	1072	3391	5172	2319	1072	1781	100.00	84.00	8.78
NM_177606	Plekhh2	77	4553	6886	4476	77	2333	100.00	5.00	0.27
NM_175242	Ppp1r18	620	2405	3185	1785	620	780	33.33	3.00	0.41
NM_001004721	Pigu	29	1337	1621	1308	29	284	100.00	112.00	21.40
NM_178017	Hmgxb4	173	1958	3903	1785	173	1945	100.00	22.00	3.02
NM_013509	Eno2	252	1557	2797	1305	252	1240	93.53	4591.43	879.32
NM_021559	Zfp191	141	1248	3128	1107	141	1880	100.00	164.00	37.51
NM_013904	Hey2	135	1155	2532	1020	135	1377	100.00	11.00	2.75
NM_001205361	Dcun1d1	179	959	4474	780	179	3515	100.00	267.00	89.92
NM_011814	Fxr2	347	2372	2970	2025	347	598	100.00	261.00	31.41
NM_153578	Nipa1	5	977	1885	972	5	908	100.00	428.00	112.84
NM_025994	Efhd2	53	776	2381	723	53	1605	100.00	330.99	121.48
NM_134052	Adi1	46	586	1675	540	46	1089	100.00	392.00	202.10
NM_022025	Slc5a7	509	2252	5180	1743	509	2928	100.00	10.00	1.41
NM_021717	Nrip2	347	1037	1896	690	347	859	100.00	78.00	30.20
NM_031248	Lamtor2	64	442	571	378	64	129	100.00	252.00	202.47
NM_001081231	Lhfpl3	0	687	2981	687	0	2294	68.79	60.19	23.42
NM_028248	Tmem87b	36	1704	4622	1668	36	2918	100.00	193.00	28.47
NM_025830	Wwp2	59	2672	4281	2613	59	1609	100.00	112.00	10.34
NM_153049	Mkl1	229	3124	4128	2895	229	1004	100.00	362.17	30.07
NM_011251	Rbm6	238	3595	3718	3357	238	123	100.00	123.00	8.77
NM_027807	Cul5	221	2789	6023	2568	221	3234	100.00	535.00	50.28
NM_031408	Gigyf1	72	3207	5438	3135	72	2231	100.00	81.13	6.21
NM_172923	AI118078	148	1765	2407	1617	148	642	100.00	5.00	0.76
NM_027658	Hexim2	143	1085	1928	942	143	843	33.33	11.67	3.18
NM_007472	Aqp1	192	1002	2760	810	192	1758	100.00	60.00	19.37
NM_017475	Rragc	101	1298	2606	1197	101	1308	100.00	215.00	45.18
NM_001034037	1700024G13Rik	21	303	398	282	21	95	100.00	3.00	3.60
NM_181593	Itpkc	110	2147	3218	2037	110	1071	100.00	25.00	2.99
NM_177672	Tmem201	121	1300	3645	1179	121	2345	93.38	94.31	20.15
NM_173785	Iba57	54	1131	4027	1077	54	2896	100.00	13.00	3.06
NM_173784	Ubtd2	105	810	3032	705	105	2222	100.00	31.00	11.71
NM_001003668	Krt83	34	1522	1826	1488	34	304	100.00	4.00	0.67
NM_027830	Mcm9	0	3873	3873	3873	0	0	100.00	14.00	0.86
NM_028070	Alkbh4	217	865	1713	648	217	848	100.00	6.00	2.50
NM_001099328	Zfp831	0	4887	9805	4887	0	4918	100.00	134.99	6.56
NM_145929	Gga1	385	2293	3034	1908	385	741	100.00	218.01	27.92
NM_177006	Nwd2	1067	6296	8536	5229	1067	2240	100.00	90.00	4.08
NM_144891	Gdap1l1	79	1183	2580	1104	79	1397	100.00	212.00	48.63
NM_012030	Slc9a3r1	185	1253	1922	1068	185	669	100.00	213.00	50.66
NM_009081	Rpl28	42	456	496	414	42	40	100.00	719.00	513.91
NM_026763	Col6a4	48	6978	7439	6930	48	461	100.00	2.00	0.07
NM_133191	Eps8l2	95	2285	3065	2190	95	780	100.00	21.00	2.33
NM_145472	C030006K11Rik	29	686	1759	657	29	1073	69.72	27.89	11.42
NM_175236	Adhfe1	47	1445	3139	1398	47	1694	100.00	60.00	10.68
NM_026845	Ppil1	44	545	1215	501	44	670	100.00	33.00	18.62
NM_001001130	Zfp85	66	1488	2218	1422	66	730	100.00	3.99	0.70
NM_028940	Clvs1	325	1390	3604	1065	325	2214	100.00	228.00	54.39
NM_172730	Ccdc174	92	1496	1757	1404	92	261	100.00	111.00	19.66
NM_024457	Rap1b	168	723	1937	555	168	1214	100.00	221.00	110.28
NM_018883	Camkk1	161	1679	3451	1518	161	1772	100.00	466.00	75.95
NM_009554	Zfp37	185	1958	3585	1773	185	1627	100.00	99.12	13.71
NM_028385	Setd5	190	4516	6470	4326	190	1954	100.00	111.00	6.10
NM_001163502	Elmsan1	762	4032	7260	3270	762	3228	50.00	19.50	1.43
NM_145562	Parm1	215	1106	2085	891	215	979	100.00	387.00	112.32
NM_025918	Ccdc43	17	686	2307	669	17	1621	100.00	81.00	32.49
NM_007412	Gpr182	215	1412	1694	1197	215	282	100.00	8.00	1.68
NM_008741	Nsg2	199	715	2292	516	199	1577	33.33	932.67	507.80
NM_007876	Dpep1	257	1490	2244	1233	257	754	100.00	8.00	1.63
NM_176860	Ubash3b	68	1985	3243	1917	68	1258	100.00	115.00	14.66
NM_001038999	Atp8a1	221	3716	8176	3495	221	4460	64.71	855.03	58.50
NM_010601	Kcnh3	0	3288	3583	3288	0	295	100.00	69.00	5.03
NM_001015876	Tyw1	153	2319	3046	2166	153	727	94.01	59.66	6.69
NM_178195	Hist1h2bf	0	381	431	381	0	50	100.00	5.99	4.76
NM_054066	Plcz1	189	2133	2182	1944	189	49	100.00	10.00	1.26
NM_008830	Abcb4	193	4024	4075	3831	193	51	100.00	11.00	0.68
NM_172300	Ube2z	90	1161	3974	1071	90	2813	100.00	371.00	87.96
NM_001081284	Gm12695	0	1638	1638	1638	0	0	100.00	1.00	0.15
NM_026545	Psmd8	28	1090	1513	1062	28	423	100.00	654.00	156.49
NM_001033042	Lrrc14b	41	1574	2746	1533	41	1172	100.00	8.00	1.29
NM_029074	Cnep1r1	86	464	1832	378	86	1368	100.00	61.00	49.01
NM_026240	Gramd3	143	1442	2605	1299	143	1163	100.00	53.00	10.20
NM_001176528	Rara	494	1874	3179	1380	494	1305	100.00	37.00	6.67
NM_026113	Gtf3c6	6	690	1020	684	6	330	100.00	50.00	19.55
NM_009321	Tbca	7	334	503	327	7	169	100.00	286.00	278.79
NM_134011	Tbrg4	231	2124	3139	1893	231	1015	50.00	31.50	4.07
NM_011354	Serf2	237	417	3053	180	237	2636	89.78	260.03	657.97
NM_138312	Fam172a	182	1436	4021	1254	182	2585	100.00	155.00	30.98
NM_020008	Clec7a	94	829	2279	735	94	1450	100.00	3.00	1.08
NM_010364	Gtf2h4	191	1583	1685	1392	191	102	100.00	56.00	10.01
NM_144812	Tnrc6b	290	5723	17333	5433	290	11610	100.00	214.05	9.33
NM_001081075	Fra10ac1	171	1119	1398	948	171	279	100.00	47.00	12.74
NM_147155	Tagap1	27	1545	2358	1518	27	813	100.00	3.00	0.49
NM_144902	Slc35a3	216	1197	4027	981	216	2830	100.00	46.00	12.01
NM_008046	Fst	365	1397	2558	1032	365	1161	100.00	24.00	5.93
NM_145469	Nipal2	13	1165	3825	1152	13	2660	100.00	18.00	3.94
NM_001302555	Lrrc23	96	1119	1444	1023	96	325	100.00	4.00	1.00
NM_026560	Cdca8	235	1105	1626	870	235	521	100.00	2.00	0.60
NM_024472	Cptp	377	1028	2662	651	377	1634	100.00	41.00	16.97
NM_027699	Lrrc72	148	469	660	321	148	191	100.00	3.00	3.00
NM_025283	Mob4	55	733	2826	678	55	2093	100.00	423.00	167.08
NM_172863	Zfp697	135	1845	5164	1710	135	3319	100.00	58.00	8.33
NM_007868	Dmd	247	11284	13852	11037	247	2568	100.00	242.00	5.15
NM_031169	Kcnmb1	338	914	4188	576	338	3274	100.00	3.00	1.43
NM_207663	Synm	114	3894	6960	3780	114	3066	78.55	29.85	1.88
NM_001081030	Sbf1	195	5799	6190	5604	195	391	100.00	374.00	15.80
NM_026719	Lmbrd1	213	1827	5392	1614	213	3565	100.00	774.00	118.22
NM_009948	Cpt1b	84	2403	2894	2319	84	491	100.00	3.00	0.31
NM_025997	Fam103a1	131	491	1423	360	131	932	100.00	165.00	141.34
NM_026559	Txndc17	70	442	1446	372	70	1004	100.00	134.00	109.94
NM_013854	Abcf1	32	2546	3150	2514	32	604	100.00	323.00	31.03
NM_028235	Ttc30b	55	2050	2613	1995	55	563	100.00	56.02	6.85
NM_133975	Trip12	125	6203	9632	6078	125	3429	100.00	561.00	21.83
NM_001163170	Lix1l	49	1063	2509	1014	49	1446	100.00	36.00	9.06
NM_011900	Mpdu1	78	822	1326	744	78	504	71.83	97.24	34.54
NM_012058	Srp9	167	428	1388	261	167	960	100.00	235.00	316.41
NM_147221	Glis1	221	2591	2904	2370	221	313	100.00	2.00	0.20
NM_001115130	Zbtb44	371	1733	8863	1362	371	7130	100.00	91.00	16.65
NM_028639	Ttc7	338	2915	4615	2577	338	1700	100.00	3.00	0.28
NM_025907	Mettl6	219	1068	1905	849	219	837	100.00	30.00	9.19
