transcript_id	cds_start	cds_stop	transcript_length	cds_length	5utr_length	3utr_length
NM_001252532	   151	  3307	  3614	  3156	   151	   307
NM_080643	   481	  4087	  4722	  3606	   481	   635
NM_029557	    25	  1603	  1972	  1578	    25	   369
NM_028014	   227	  4310	  4996	  4083	   227	   686
NM_145438	   151	  3235	  3542	  3084	   151	   307
NM_183259	   225	   462	   940	   237	   225	   478
NM_001162998	   446	   617	   975	   171	   446	   358
NM_130454	   574	  3523	  3986	  2949	   574	   463
NM_020483	    17	   944	  2086	   927	    17	  1142
NM_172569	    72	  2505	  3741	  2433	    72	  1236
NM_016905	    41	  1220	  1506	  1179	    41	   286
NM_008211	   136	   547	  1993	   411	   136	  1446
NM_016852	    39	   825	  1795	   786	    39	   970
NM_001205081	    15	  1944	  2195	  1929	    15	   251
NM_172570	    15	  1941	  2192	  1926	    15	   251
NM_001009573	   117	  3369	  3967	  3252	   117	   598
NM_001347642	    70	   721	  1693	   651	    70	   972
NM_001286006	    72	  2466	  3702	  2394	    72	  1236
NM_025276	    94	  6202	  6398	  6108	    94	   196
NM_015729	   341	  2327	  3992	  1986	   341	  1665
NM_001271898	   341	  2327	  3992	  1986	   341	  1665
NM_027107	   175	   661	   902	   486	   175	   241
NM_172571	   753	  4275	  5373	  3522	   753	  1098
NM_024177	    91	  1234	  1411	  1143	    91	   177
NM_008240	   306	  1572	  2578	  1266	   306	  1006
NM_001162872	    65	  2027	  3212	  1962	    65	  1185
NM_016857	    65	  2159	  3344	  2094	    65	  1185
NM_010254	   547	  1663	  1940	  1116	   547	   277
NM_001347636	    77	  2132	  5059	  2055	    77	  2927
NM_026364	   129	  1287	  1868	  1158	   129	   581
NM_176902	   215	   710	  1482	   495	   215	   772
NM_001033267	   353	  2132	  2162	  1779	   353	    30
NM_001172472	   442	  1591	  1880	  1149	   442	   289
NM_172572	   521	  3005	  3858	  2484	   521	   853
NM_009591	   149	   767	  1353	   618	   149	   586
NM_001172475	   370	  1516	  1805	  1146	   370	   289
NM_001172473	   328	  1477	  1766	  1149	   328	   289
NM_011451	    81	  1248	  1537	  1167	    81	   289
NM_025367	   325	  1474	  1763	  1149	   325	   289
NM_001167680	   307	  2791	  3644	  2484	   307	   853
NM_173755	    34	  3901	  5192	  3867	    34	  1291
NM_011371	   105	  1686	  2392	  1581	   105	   706
NM_001163318	   129	   291	   801	   162	   129	   510
NM_009180	   102	  1224	  2033	  1122	   102	   809
NM_028865	    92	   854	  1039	   762	    92	   185
NM_178620	    63	  1413	  3105	  1350	    63	  1692
NM_011358	   165	   831	  1903	   666	   165	  1072
NM_026280	    48	   585	  1725	   537	    48	  1140
NM_033398	   256	  1468	  1668	  1212	   256	   200
NM_001347633	   129	   585	  2028	   456	   129	  1443
NM_172948	   613	  2992	  4254	  2379	   613	  1262
NM_001166506	   210	  2358	  4720	  2148	   210	  2362
NM_028777	   210	  2370	  2869	  2160	   210	   499
NM_001166507	   210	  2361	  4364	  2151	   210	  2003
NM_017380	   171	  1176	  2946	  1005	   171	  1770
NM_001113488	   190	  1195	  2965	  1005	   190	  1770
NM_181321	   159	  1146	  1279	   987	   159	   133
NM_009304	    38	   713	  1524	   675	    38	   811
NM_001271729	   311	   905	  1337	   594	   311	   432
NM_181856	   172	  2341	  2686	  2169	   172	   345
NM_001195090	   172	  2341	  2686	  2169	   172	   345
NM_009387	   235	   937	  1369	   702	   235	   432
NM_001195088	   180	  2445	  2790	  2265	   180	   345
NM_001195089	   172	  2344	  2689	  2172	   172	   345
NM_029964	   107	   866	  1078	   759	   107	   212
NM_145439	   221	  2654	  2912	  2433	   221	   258
NM_001085535	     0	   636	  1820	   636	     0	  1184
NM_009689	   114	   537	   972	   423	   114	   435
NM_027919	   127	  1330	  1840	  1203	   127	   510
NM_001012273	   114	   480	  3416	   366	   114	  2936
NM_007707	   580	  1258	  2724	   678	   580	  1466
NM_133757	    23	  1685	  2298	  1662	    23	   613
NM_001112700	    66	  1269	  3119	  1203	    66	  1850
NM_011594	   321	   984	  3622	   663	   321	  2638
NM_021440	   321	  1923	  1978	  1602	   321	    55
NM_001033528	   397	  3694	  5609	  3297	   397	  1915
NM_019959	   106	   952	  4383	   846	   106	  3431
NM_029502	   444	  1656	  3091	  1212	   444	  1435
NM_001025618	   250	  1462	  2897	  1212	   250	  1435
NM_001025617	   292	  1504	  2939	  1212	   292	  1435
NM_001267591	    93	  1305	  2740	  1212	    93	  1435
NM_001204129	   116	   962	  4393	   846	   116	  3431
NM_001204130	    28	   874	  4305	   846	    28	  3431
NM_001267592	   292	  1615	  3050	  1323	   292	  1435
NM_011150	   168	  1902	  2168	  1734	   168	   266
NM_001030291	    29	  1370	  1370	  1341	    29	     0
NM_007623	    88	  1648	  3753	  1560	    88	  2105
NM_007625	   220	  1876	  5197	  1656	   220	  3321
NM_013926	    63	  1152	  1393	  1089	    63	   241
NM_175430	   702	  4281	  4979	  3579	   702	   698
NM_018822	    26	  1535	  4324	  1509	    26	  2789
NM_178743	   122	  1904	  2692	  1782	   122	   788
NM_130886	   324	  3324	  3958	  3000	   324	   634
NM_138669	    47	  1283	  1463	  1236	    47	   180
NM_177394	   358	  1126	  5164	   768	   358	  4038
NM_001164636	    57	  1074	  5112	  1017	    57	  4038
NM_008730	   231	  1530	  5284	  1299	   231	  3754
NM_001085498	    65	   668	  1561	   603	    65	   893
NM_001037755	   103	  1711	  2065	  1608	   103	   354
NM_007377	   649	  4603	  5691	  3954	   649	  1088
NM_001198785	   195	  4320	  5408	  4125	   195	  1088
NM_001198787	   138	  4092	  5180	  3954	   138	  1088
NM_130862	   103	  1672	  3186	  1569	   103	  1514
NM_001037754	   103	  1552	  3066	  1449	   103	  1514
NM_001164801	   273	  1560	  1952	  1287	   273	   392
NM_009734	   193	  3373	  3578	  3180	   193	   205
NM_183137	    58	  1780	  2779	  1722	    58	   999
NM_001164802	   273	  1500	  1677	  1227	   273	   177
NM_001164798	   273	  3543	  4589	  3270	   273	  1046
NM_001164799	   273	  3522	  4568	  3249	   273	  1046
NM_001164800	   273	  3519	  4565	  3246	   273	  1046
NM_024249	   273	  3546	  4592	  3273	   273	  1046
NM_001110242	    48	   273	   494	   225	    48	   221
NM_198423	   381	  8313	 10727	  7932	   381	  2414
NM_001347621	   381	  8313	 10727	  7932	   381	  2414
NM_001195023	   187	  2014	  4685	  1827	   187	  2671
NM_145363	   148	  1147	  2064	   999	   148	   917
NM_027980	    40	  2680	  3175	  2640	    40	   495
NM_009609	    77	  1205	  1908	  1128	    77	   703
NM_199469	   187	  1918	  4589	  1731	   187	  2671
NM_012065	   163	   427	   919	   264	   163	   492
NM_172802	   175	  1654	  1718	  1479	   175	    64
NM_001313923	   488	  1250	  1953	   762	   488	   703
NM_001033231	   115	   409	  1205	   294	   115	   796
NM_013770	   150	  1014	  4000	   864	   150	  2986
NM_001159328	    92	  2423	  2908	  2331	    92	   485
NM_011032	   129	  1659	  2538	  1530	   129	   879
NM_027204	    23	   629	   949	   606	    23	   320
NM_025560	    44	   650	   810	   606	    44	   160
NM_133796	   121	   736	  2732	   615	   121	  1996
NM_008101	   184	  1642	  1929	  1458	   184	   287
NM_008244	    92	  2420	  2905	  2328	    92	   485
NM_026814	    79	   544	   775	   465	    79	   231
NM_152807	    16	   889	  2759	   873	    16	  1870
NM_197995	   177	   699	  2023	   522	   177	  1324
NM_016665	    48	   285	   636	   237	    48	   351
NM_144795	   445	  1375	  2914	   930	   445	  1539
NM_024229	    38	  1253	  1835	  1215	    38	   582
NM_010756	   214	   703	  1636	   489	   214	   933
NM_026877	    96	  1749	  1838	  1653	    96	    89
NM_001347611	    89	   413	   764	   324	    89	   351
NM_011568	    27	   795	  1132	   768	    27	   337
NM_153288	    32	   392	   549	   360	    32	   157
NM_026751	   330	  1254	  2307	   924	   330	  1053
NM_001204820	   330	   792	  1110	   462	   330	   318
NM_025389	   202	   457	  3229	   255	   202	  2772
NM_175263	    76	  1588	  2019	  1512	    76	   431
NM_001164224	   106	  1465	  1554	  1359	   106	    89
NM_001038230	   357	   612	  3384	   255	   357	  2772
NM_153056	    30	  1239	  1715	  1209	    30	   476
NM_198223	   106	  1528	  1617	  1422	   106	    89
NM_001348222	   152	  1082	  1892	   930	   152	   810
NM_001347612	   254	   599	   950	   345	   254	   351
NM_001347617	    32	   380	   530	   348	    32	   150
NM_001347616	    32	   356	   506	   324	    32	   150
NM_001347615	    93	  1254	  1861	  1161	    93	   607
NM_007988	   527	  8042	  9938	  7515	   527	  1896
NM_145370	    61	  1642	  2000	  1581	    61	   358
NM_026824	   263	  1691	  1909	  1428	   263	   218
NM_007621	    49	   784	  1021	   735	    49	   237
NM_001177874	    38	  1502	  1860	  1464	    38	   358
NM_009053	    42	  1041	  2118	   999	    42	  1077
NM_133223	   139	   718	  1078	   579	   139	   360
NM_026428	    52	   787	   918	   735	    52	   131
NM_001346709	    38	  1511	  1933	  1473	    38	   422
NM_001347608	    55	   766	  1724	   711	    55	   958
NM_001038654	   105	  1518	  2386	  1413	   105	   868
NM_030696	   212	  1625	  2493	  1413	   212	   868
NM_001038653	   200	  1613	  2481	  1413	   200	   868
NM_026907	   231	   870	  2322	   639	   231	  1452
NM_009854	   113	   746	  1040	   633	   113	   294
NM_145373	   122	   701	  1615	   579	   122	   914
NM_028602	   243	  1299	  1739	  1056	   243	   440
NM_001146073	    49	  1729	  1965	  1680	    49	   236
NM_027622	   640	  1594	  2046	   954	   640	   452
NM_001254735	    97	   796	  2319	   699	    97	  1523
NM_001252550	   329	   701	  2342	   372	   329	  1641
NM_001252548	   309	   873	  2396	   564	   309	  1523
NM_025402	    86	  1034	  1243	   948	    86	   209
NM_001252549	   155	   719	  2242	   564	   155	  1523
NM_001001333	   463	  1924	  2160	  1461	   463	   236
NM_145440	    41	  1199	  1703	  1158	    41	   504
NM_144832	   329	   893	  2416	   564	   329	  1523
NM_025793	   154	  1189	  2344	  1035	   154	  1155
NM_001080932	   144	  2100	  5032	  1956	   144	  2932
NM_181420	    90	  1020	  2028	   930	    90	  1008
NM_022014	    36	   966	  1006	   930	    36	    40
NM_001038699	    36	   663	  3856	   627	    36	  3193
NM_178763	   298	  2410	  3243	  2112	   298	   833
NM_144797	   199	  1135	  2468	   936	   199	  1333
NM_029049	    85	  2806	  3236	  2721	    85	   430
NM_207010	  1507	  4357	  9813	  2850	  1507	  5456
NM_001193266	  1507	  4378	  9834	  2871	  1507	  5456
NM_053122	   131	   659	  1147	   528	   131	   488
NM_015764	   630	  6495	  8260	  5865	   630	  1765
NM_001163175	    50	  1910	  2712	  1860	    50	   802
NM_012024	   573	  1977	  4810	  1404	   573	  2833
NM_001330702	   240	  2637	  5641	  2397	   240	  3004
NM_153587	   240	  2832	  5836	  2592	   240	  3004
NM_138305	   173	  3611	  4348	  3438	   173	   737
NM_001159536	   496	  3931	  4668	  3435	   496	   737
NM_001159537	   555	  3990	  4727	  3435	   555	   737
NM_001164493	   734	  3362	  7047	  2628	   734	  3685
NM_021353	   212	  2486	  2910	  2274	   212	   424
NM_001271386	   209	  3476	  8195	  3267	   209	  4719
NM_001163154	    31	  1345	  3791	  1314	    31	  2446
NM_007960	   427	  1861	  4307	  1434	   427	  2446
NM_001347379	   427	  1807	  4253	  1380	   427	  2446
NM_001312644	   143	  5717	  5901	  5574	   143	   184
NM_001306178	    72	  1245	  2816	  1173	    72	  1571
NM_013780	     0	  2778	  5879	  2778	     0	  3101
NM_029825	    72	  1992	  2164	  1920	    72	   172
NM_177805	   235	  5566	  6434	  5331	   235	   868
NM_001286448	   503	  1310	  2096	   807	   503	   786
NM_001286388	   446	  2867	  4720	  2421	   446	  1853
NM_001110202	   446	  2591	  4445	  2145	   446	  1854
NM_001286387	   446	  2810	  4663	  2364	   446	  1853
NM_053167	   446	  2813	  4667	  2367	   446	  1854
NM_153457	   503	  2846	  3632	  2343	   503	   786
NM_011133	    26	  1610	  1695	  1584	    26	    85
NM_001282061	    84	  1503	  5588	  1419	    84	  4085
NM_009014	    73	  1126	  1858	  1053	    73	   732
NM_172952	   123	  2433	  3291	  2310	   123	   858
NM_015812	   479	  1898	  5983	  1419	   479	  4085
NM_145965	   123	  2442	  3300	  2319	   123	   858
NM_153804	   298	  4324	  4955	  4026	   298	   631
NM_001310478	   479	  1952	  6037	  1473	   479	  4085
NM_001081423	   235	  4222	  4841	  3987	   235	   619
NM_178065	   632	  3104	  5433	  2472	   632	  2329
NM_172583	   305	  2714	  3333	  2409	   305	   619
NM_001198587	   681	  5397	  7920	  4716	   681	  2523
NM_181815	   467	  3776	  4807	  3309	   467	  1031
NM_172544	   690	  3993	  6516	  3303	   690	  2523
NM_001252074	   917	  2621	  5144	  1704	   917	  2523
NM_001347395	   235	  4123	  4718	  3888	   235	   595
NM_001316665	   504	  2121	  7491	  1617	   504	  5370
NM_001316664	    86	  1652	  7022	  1566	    86	  5370
NM_029911	   385	  1993	  7363	  1608	   385	  5370
NM_001316666	   504	  1230	  1357	   726	   504	   127
NM_053155	   125	  3284	 11962	  3159	   125	  8678
NM_025666	    54	  1332	  3247	  1278	    54	  1915
NM_021399	   271	  2710	  7707	  2439	   271	  4997
NM_001079883	   271	  2926	  7923	  2655	   271	  4997
NM_001040682	   125	  3191	 11869	  3066	   125	  8678
NM_001082976	   168	  1638	  5287	  1470	   168	  3649
NM_001286343	   271	  2344	  7341	  2073	   271	  4997
NM_016676	   551	  1154	  3513	   603	   551	  2359
NM_007886	   193	  2002	  2326	  1809	   193	   324
NM_001162465	   258	  2238	  2355	  1980	   258	   117
NM_001170858	   168	  2160	  2202	  1992	   168	    42
NM_001099628	   356	  4739	  8102	  4383	   356	  3363
NM_029107	   189	  1089	  2833	   900	   189	  1744
NM_173416	   168	  2076	  2936	  1908	   168	   860
NM_010881	   712	  4930	  7329	  4218	   712	  2399
NM_001167768	    69	   888	  1191	   819	    69	   303
NM_001167767	    80	   791	  2646	   711	    80	  1855
NM_009693	   102	 13620	 13909	 13518	   102	   289
NM_172401	    88	  1069	  2737	   981	    88	  1668
NM_011519	   240	  1176	  3056	   936	   240	  1880
NM_001168564	   375	  1851	  2870	  1476	   375	  1019
NM_012038	   298	   874	  1936	   576	   298	  1062
NM_001324476	   896	  3596	  5498	  2700	   896	  1902
NM_025695	   408	  3702	  5603	  3294	   408	  1901
NM_173417	   438	  1914	  2933	  1476	   438	  1019
NM_001146119	   252	  1224	  4775	   972	   252	  3551
NM_029758	   325	  1297	  4848	   972	   325	  3551
NM_027706	    24	  7095	  7240	  7071	    24	   145
NM_134040	    55	  2278	  2469	  2223	    55	   191
NM_133699	   145	  1429	  1567	  1284	   145	   138
NM_016677	   257	   839	  1561	   582	   257	   722
NM_009072	   212	  4379	  8012	  4167	   212	  3633
NM_001159632	   145	  1459	  1597	  1314	   145	   138
NM_009615	   200	  2684	  4451	  2484	   200	  1767
NM_001098168	   288	  3165	  5544	  2877	   288	  2379
NM_001135192	   288	  3291	  5670	  3003	   288	  2379
NM_001277266	   200	  2741	  4508	  2541	   200	  1767
NM_001291871	   933	  2703	  4470	  1770	   933	  1767
NM_001004364	   288	  3156	  5535	  2868	   288	  2379
NM_020614	    51	  1812	  2019	  1761	    51	   207
NM_026037	   101	  1661	  2800	  1560	   101	  1139
NM_001081378	   164	  5546	  7402	  5382	   164	  1856
NM_001083341	   101	  1565	  2704	  1464	   101	  1139
NM_001081977	   429	  1308	  5172	   879	   429	  3864
NM_020557	   137	  1481	  3189	  1344	   137	  1708
NM_080563	   355	  1234	  5098	   879	   355	  3864
NM_001161410	    71	  2465	  3152	  2394	    71	   687
NM_178811	   297	  2691	  3378	  2394	   297	   687
NM_053156	   132	  1377	  1459	  1245	   132	    82
NM_201357	   135	  1296	  1692	  1161	   135	   396
NM_001177964	   241	   781	  1434	   540	   241	   653
NM_001093776	   818	  4376	  7104	  3558	   818	  2728
NM_172951	   146	  1766	  2337	  1620	   146	   571
NM_181395	    98	  4526	  6614	  4428	    98	  2088
NM_008666	   906	  4464	  7192	  3558	   906	  2728
NM_001093775	   906	  4470	  7198	  3564	   906	  2728
NM_001093778	   906	  4461	  7189	  3555	   906	  2728
NM_001324519	   319	  1762	  2408	  1443	   319	   646
NM_001324520	   319	  1744	  2390	  1425	   319	   646
NM_001324521	   718	  1639	  2285	   921	   718	   646
NM_013709	   558	  1581	  1747	  1023	   558	   166
NM_001289480	   558	  1467	  1633	   909	   558	   166
NM_008482	   127	  5632	  5778	  5505	   127	   146
NM_001163126	    21	  2511	  2997	  2490	    21	   486
NM_011158	   197	  1448	  3358	  1251	   197	  1910
NM_028139	    49	   490	  1711	   441	    49	  1221
NM_024124	   331	  2098	  4428	  1767	   331	  2330
NM_013464	   366	  2784	  5494	  2418	   366	  2710
NM_001314027	   613	  2680	  5390	  2067	   613	  2710
NM_001014973	   208	  3085	  6226	  2877	   208	  3141
NM_001289503	   203	  1250	  2400	  1047	   203	  1150
NM_001289502	   324	  1518	  2668	  1194	   324	  1150
NM_178629	   324	  1668	  2818	  1344	   324	  1150
NM_001289504	   324	  1185	  3226	   861	   324	  2041
NM_146033	   233	  1556	  2446	  1323	   233	   890
NM_178767	   403	  1747	  2155	  1344	   403	   408
NM_178681	   436	  2824	  5544	  2388	   436	  2720
NM_178845	    31	  1405	  2076	  1374	    31	   671
NM_001146196	   120	  2268	  2997	  2148	   120	   729
NM_172575	    31	  1783	  2454	  1752	    31	   671
NM_009132	   120	  1968	  2697	  1848	   120	   729
NM_172803	   305	  6242	  8065	  5937	   305	  1823
NM_176930	   542	  4313	  7572	  3771	   542	  3259
NM_144552	   324	   957	  4325	   633	   324	  3368
NM_001146031	   542	  4103	  7362	  3561	   542	  3259
NM_026164	   237	  2568	  4404	  2331	   237	  1836
NM_021361	    24	  1548	  7000	  1524	    24	  5452
NM_008858	   250	  3007	  3777	  2757	   250	   770
NM_029760	    38	   998	  1193	   960	    38	   195
NM_144788	   356	  8189	  8988	  7833	   356	   799
NM_001172098	   211	  2350	  3912	  2139	   211	  1562
NM_177171	   205	  6322	  7761	  6117	   205	  1439
NM_052973	   211	  2602	  4164	  2391	   211	  1562
NM_009706	   171	  4683	  5196	  4512	   171	   513
NM_198111	    94	  7018	 10263	  6924	    94	  3245
NM_026998	     9	  1230	  1879	  1221	     9	   649
NM_013815	   204	  4863	  6179	  4659	   204	  1316
NM_001100109	   509	  2024	  3286	  1515	   509	  1262
NM_028314	    33	   939	  1105	   906	    33	   166
NM_025373	  1271	  3026	  3117	  1755	  1271	    91
NM_019994	   749	  6857	  8262	  6108	   749	  1405
NM_001286263	   749	  6998	  8403	  6249	   749	  1405
NM_001112714	   749	  6857	  8259	  6108	   749	  1402
NM_001037756	   138	  1110	  2566	   972	   138	  1456
NM_001003719	   749	  7001	  8231	  6252	   749	  1230
NM_001164370	   260	  1400	  1454	  1140	   260	    54
NM_001167976	    69	   987	  2166	   918	    69	  1179
NM_172577	   533	  1430	  2609	   897	   533	  1179
NM_009147	   197	  2495	  4108	  2298	   197	  1613
NM_001329047	     0	  4194	  4570	  4194	     0	   376
NM_001310586	  1859	  4019	  4399	  2160	  1859	   380
NM_178714	  1859	  4100	  5191	  2241	  1859	  1091
NM_172578	   223	  3220	  4016	  2997	   223	   796
NM_201519	   403	  2947	  4454	  2544	   403	  1507
NM_025441	    67	  3262	  3722	  3195	    67	   460
NM_026536	    57	   660	  1485	   603	    57	   825
NM_001135559	   251	  4250	  5612	  3999	   251	  1362
NM_001163378	   992	  5555	  5763	  4563	   992	   208
NM_029818	   992	  5291	  5499	  4299	   992	   208
NM_001081195	   247	  4033	  5780	  3786	   247	  1747
NM_001286452	   333	  3540	  6028	  3207	   333	  2488
NM_024205	   341	  1277	  1976	   936	   341	   699
NM_001205067	   341	  1259	  1958	   918	   341	   699
NM_026102	   301	  3535	  6023	  3234	   301	  2488
NM_172464	   166	  3400	  5888	  3234	   166	  2488
NM_001007596	   138	   765	  1551	   627	   138	   786
NM_001142728	   336	  4707	  4739	  4371	   336	    32
NM_030070	   336	  3804	  3817	  3468	   336	    13
NM_008612	   121	  1051	  2505	   930	   121	  1454
NM_172804	    90	  1740	  2705	  1650	    90	   965
NM_008856	   367	  2419	  3545	  2052	   367	  1126
NM_010431	   423	  2934	  4761	  2511	   423	  1827
NM_001313919	   423	  2937	  4788	  2514	   423	  1851
NM_001313977	   803	  2516	  3642	  1713	   803	  1126
NM_001313920	   176	  2609	  4436	  2433	   176	  1827
NM_023275	   511	  1156	  2358	   645	   511	  1202
NM_172805	   804	  3771	  4061	  2967	   804	   290
NM_138745	   272	  3080	  3324	  2808	   272	   244
NM_010157	   347	  1997	  3308	  1650	   347	  1311
NM_001005510	   209	 20834	 21718	 20625	   209	   884
NM_207707	   347	  2051	  3362	  1704	   347	  1311
NM_016893	   515	  2243	  2923	  1728	   515	   680
NM_001252616	   265	  1426	  2106	  1161	   265	   680
NM_001252615	   167	  1406	  2086	  1239	   167	   680
NM_001146176	   223	   679	  1978	   456	   223	  1299
NM_013675	   667	  7657	 10394	  6990	   667	  2737
NM_134050	   207	   846	  3129	   639	   207	  2283
NM_008558	   223	   706	  2005	   483	   223	  1299
NM_001252614	   604	  2332	  3012	  1728	   604	   680
NM_001347407	   135	   636	  2919	   501	   135	  2283
NM_001347406	   156	   657	  2940	   501	   156	  2283
NM_001347405	   117	   618	  2901	   501	   117	  2283
NM_019579	   407	  2435	  5514	  2028	   407	  3079
NM_181073	   306	  4377	  6439	  4071	   306	  2062
NM_016800	   124	   823	  1281	   699	   124	   458
NM_001252562	    55	   832	  1757	   777	    55	   925
NM_013738	     6	  1068	  1551	  1062	     6	   483
NM_177267	   203	  3044	  5707	  2841	   203	  2663
NM_133798	   232	  2185	  3323	  1953	   232	  1138
NM_134156	   280	  2959	  3739	  2679	   280	   780
NM_001346669	   290	  2954	  3734	  2664	   290	   780
NM_001146217	   255	  1647	  3496	  1392	   255	  1849
NM_080440	   601	  3388	  4964	  2787	   601	  1576
NM_025292	   132	   570	 10402	   438	   132	  9832
NM_022316	   255	  1614	  3463	  1359	   255	  1849
NM_178682	   381	  1290	  5002	   909	   381	  3712
NM_001167920	   601	  3367	  4943	  2766	   601	  1576
NM_001309810	   172	   418	   958	   246	   172	   540
NM_001309809	   172	   406	   868	   234	   172	   462
NM_001033149	   156	   816	  4778	   660	   156	  3962
NM_001309848	   132	   594	  1056	   462	   132	   462
NM_001309847	   132	   681	  2313	   549	   132	  1632
NM_001309814	   132	   489	   852	   357	   132	   363
NM_001242419	   381	  1353	  5065	   972	   381	  3712
NM_001167983	   597	  5853	  7699	  5256	   597	  1846
NM_018814	   342	  7377	 12139	  7035	   342	  4762
NM_172579	   401	  5750	  7490	  5349	   401	  1740
NM_001267626	    28	  1102	  1516	  1074	    28	   414
NM_001267625	    28	  1165	  3155	  1137	    28	  1990
NM_058212	    28	  1099	  1513	  1071	    28	   414
NM_027438	   562	  1624	  2359	  1062	   562	   735
NM_012006	     8	  1268	  1558	  1260	     8	   290
NM_013589	   204	  5565	  6603	  5361	   204	  1038
NM_028377	   114	  1716	  2190	  1602	   114	   474
NM_145138	   141	  3096	  5386	  2955	   141	  2290
NM_001347421	   169	  4471	  8934	  4302	   169	  4463
NM_178363	   169	  6589	 11052	  6420	   169	  4463
NM_029601	    26	   614	   776	   588	    26	   162
NM_027405	    97	  1546	  3939	  1449	    97	  2393
NM_001324488	    97	  1324	  4261	  1227	    97	  2937
NM_011934	   271	  1636	  4199	  1365	   271	  2563
NM_001159500	   420	  1737	  4300	  1317	   420	  2563
NM_001199843	    26	   647	   809	   621	    26	   162
NM_001290302	     0	  1482	  2526	  1482	     0	  1044
NM_001252556	   220	   706	  1599	   486	   220	   893
NM_001252555	   591	  1077	  1970	   486	   591	   893
NM_010363	   123	   774	  1667	   651	   123	   893
NM_001177573	   495	   930	  1851	   435	   495	   921
NM_175367	   495	  3183	  9896	  2688	   495	  6713
NM_001113404	    92	   830	  1346	   738	    92	   516
NM_011648	    92	  2387	  4312	  2295	    92	  1925
NM_183186	    64	  1438	  2611	  1374	    64	  1173
NM_198311	    58	  1606	  2270	  1548	    58	   664
NM_029553	    96	  1614	  2278	  1518	    96	   664
NM_001146199	   222	  3753	  5562	  3531	   222	  1809
NM_001081191	   456	  6390	 10136	  5934	   456	  3746
NM_011877	   357	  3888	  5697	  3531	   357	  1809
NM_001290303	    50	  3569	  3725	  3519	    50	   156
NM_183155	    50	  3554	  3710	  3504	    50	   156
NM_030172	    86	   575	  2069	   489	    86	  1494
NM_001164426	  1060	  2278	  3075	  1218	  1060	   797
NM_001164427	  1097	  2315	  3112	  1218	  1097	   797
NM_001033213	   131	  2663	  3442	  2532	   131	   779
NM_146037	  1046	  2264	  3061	  1218	  1046	   797
NM_026681	   152	  6182	  6292	  6030	   152	   110
NM_001160214	   832	  3334	  4594	  2502	   832	  1260
NM_211355	   832	  3295	  4555	  2463	   832	  1260
NM_145448	   218	  2072	  3229	  1854	   218	  1157
NM_173023	   119	  3449	  3716	  3330	   119	   267
NM_001161365	   341	  3044	  3754	  2703	   341	   710
NM_028446	   343	  6274	  6448	  5931	   343	   174
NM_177620	   212	  3155	  3865	  2943	   212	   710
NM_172152	    22	  1840	  2092	  1818	    22	   252
NM_172584	    53	  1313	  2856	  1260	    53	  1543
NM_028980	    55	  2683	  3683	  2628	    55	  1000
NM_001159502	   122	  2834	  3070	  2712	   122	   236
NM_001081017	   695	  8486	  8870	  7791	   695	   384
NM_020494	    94	  2668	  2904	  2574	    94	   236
NM_148948	   279	  6000	  9851	  5721	   279	  3851
NM_029654	   411	  6639	 10172	  6228	   411	  3533
NM_172500	   198	  2865	  5097	  2667	   198	  2232
NM_001042699	   292	  3220	  5452	  2928	   292	  2232
NM_030187	   183	  2355	  3093	  2172	   183	   738
NM_011705	   101	  1424	  3796	  1323	   101	  2372
NM_001029844	   101	  1292	  3664	  1191	   101	  2372
NM_001029843	   101	  1352	  3724	  1251	   101	  2372
NM_007965	   489	  1671	  2120	  1182	   489	   449
NM_177602	    64	  1672	  2657	  1608	    64	   985
NM_001163396	   302	  1508	  1957	  1206	   302	   449
NM_001163395	   223	  1423	  1872	  1200	   223	   449
NM_001159910	   284	  1547	  1547	  1263	   284	     0
NM_001043336	    89	  2441	  3777	  2352	    89	  1336
NM_001163394	   489	  1734	  2183	  1245	   489	   449
NM_028262	   139	  1924	  2725	  1785	   139	   801
NM_001286347	    89	  2492	  3828	  2403	    89	  1336
NM_001286346	   172	  2578	  3914	  2406	   172	  1336
NM_001043335	   379	  2824	  4160	  2445	   379	  1336
NM_026048	    73	   712	  2029	   639	    73	  1317
NM_030238	   210	 14145	 14398	 13935	   210	   253
NM_001081458	   120	  1479	  2368	  1359	   120	   889
NM_001081457	   120	  1578	  4120	  1458	   120	  2542
NM_001135001	   180	  1710	  2599	  1530	   180	   889
NM_027223	    73	   862	  2179	   789	    73	  1317
NM_012023	   120	  1695	  4237	  1575	   120	  2542
NM_027149	   132	  1842	  2479	  1710	   132	   637
NM_001347428	    97	   583	  1392	   486	    97	   809
NM_178041	   402	  1692	  3827	  1290	   402	  2135
NM_029056	    83	  4235	  4809	  4152	    83	   574
NM_028875	   159	  1209	  2461	  1050	   159	  1252
NM_001025360	   195	  2046	  2504	  1851	   195	   458
NM_001025361	   176	  2000	  2458	  1824	   176	   458
NM_001081959	   195	  2022	  2480	  1827	   195	   458
NM_001101503	    80	   425	   657	   345	    80	   232
NM_001025362	   176	  1859	  1928	  1683	   176	    69
NM_173363	   541	  1831	  3966	  1290	   541	  2135
NM_198411	   121	  3937	  4601	  3816	   121	   664
NM_054081	   140	  2237	  2775	  2097	   140	   538
NM_019925	   110	  1259	  2439	  1149	   110	  1180
NM_028193	   265	  2296	  2755	  2031	   265	   459
